height,timestamp,solve_time,difficulty,cumulative_difficulty,txs_count,block_size_bytes,network_health,miner_diversity,hash_entropy,block_accepted
6428,1771066258,64,14044944,16956322069,0,102,0.6833,0.3632,116,1
6429,1771066354,96,14253943,16970576012,0,102,0.6833,0.3625,134,1
6430,1771066360,6,14339993,16984916005,0,102,0.6833,0.3613,125,1
6431,1771066446,86,14803743,16999719748,1,4041,0.6833,0.3591,136,1
6432,1771066498,52,14939381,17014659129,0,102,0.7,0.3586,131,1
6433,1771066652,154,15233784,17029892913,0,102,0.7,0.2716,128,1
6434,1771066699,47,15273767,17045166680,0,102,0.7167,0.2715,134,1
6435,1771066868,169,15602283,17060768963,0,102,0.7167,0.2721,123,1
6436,1771066878,10,15369325,17076138288,0,102,0.7,0.2725,117,1
6437,1771066940,62,15880637,17092018925,0,102,0.7,0.2731,128,1
6438,1771066949,9,16157633,17108176558,0,102,0.6833,0.2745,136,1
6439,1771067261,312,16724063,17124900621,1,4618,0.6833,0.2763,120,1
6440,1771067458,197,15748351,17140648972,1,2537,0.6833,0.2761,128,1
6441,1771067496,38,15384449,17156033421,0,102,0.7,0.2759,135,1
6442,1771067515,19,15754709,17171788130,0,102,0.6833,0.2764,141,1
6443,1771067556,41,16237914,17188026044,0,102,0.6833,0.2776,119,1
6444,1771067581,25,16634302,17204660346,0,102,0.6667,0.2796,130,1
6445,1771067617,36,17138361,17221798707,0,102,0.6667,0.2826,116,1
6446,1771067734,117,17608070,17239406777,1,6113,0.6667,0.2868,127,1
6447,1771067912,178,17619008,17257025785,0,102,0.6833,0.2907,133,1
6448,1771068055,143,17282835,17274308620,0,102,0.6833,0.2936,128,1
6449,1771068284,229,17151184,17291459804,1,2952,0.7,0.296,112,1
6450,1771068443,159,16572143,17308031947,0,102,0.7,0.297,118,1
6451,1771068486,43,16372260,17324404207,0,102,0.7,0.2973,112,1
6452,1771068679,193,16760155,17341164362,0,102,0.7,0.2977,131,1
6453,1771068778,99,16384780,17357549142,0,102,0.7,0.2975,127,1
6454,1771069070,292,16485515,17374034657,1,4620,0.7,0.2975,130,1
6455,1771069097,27,15658075,17389692732,0,102,0.6833,0.2974,119,1
6456,1771069170,73,16087911,17405780643,0,102,0.6833,0.298,145,1
6457,1771069204,34,16311414,17422092057,0,102,0.7,0.2988,125,1
6458,1771069219,15,16740283,17438832340,0,102,0.6833,0.3001,134,1
6459,1771069319,100,17296882,17456129222,0,102,0.6833,0.3024,116,1
6460,1771069610,291,17403630,17473532852,1,5112,0.6833,0.3049,136,1
6461,1771069772,162,16496093,17490028945,0,102,0.7,0.3057,108,1
6462,1771069788,16,16284271,17506313216,0,102,0.6833,0.3062,131,1
6463,1771069936,148,16801782,17523114998,0,102,0.6833,0.3071,141,1
6464,1771069992,56,16653942,17539768940,0,102,0.7,0.308,129,1
6465,1771070069,77,16980105,17556749045,1,5114,0.7167,0.3093,132,1
6466,1771070375,306,17205341,17573954386,0,102,0.7333,0.2106,124,1
6467,1771070661,286,16451013,17590405399,1,1948,0.75,0.2093,123,1
6468,1771070719,58,15679669,17606085068,0,102,0.75,0.2081,123,1
6469,1771070729,10,15956516,17622041584,0,102,0.75,0.2047,118,1
6470,1771070758,29,16466571,17638508155,0,102,0.7333,0.2027,125,1
6471,1771070947,189,16912655,17655420810,0,102,0.7333,0.2018,139,1
6472,1771071309,362,16566388,17671987198,1,7105,0.75,0.1989,124,1
6473,1771071678,369,15466281,17687453479,0,102,0.7667,0.1904,121,1
6474,1771071873,195,14475695,17701929174,1,2450,0.7667,0.1837,128,1
6475,1771071958,85,14201375,17716130549,0,102,0.7667,0.1775,123,1
6476,1771072223,265,14323910,17730454459,0,102,0.7667,0.171,119,1
6477,1771072270,47,13819784,17744274243,0,102,0.7667,0.1667,133,1
6478,1771072300,30,14068734,17758342977,0,102,0.7833,0.1625,140,1
6479,1771072331,31,14387953,17772730930,0,102,0.7833,0.159,129,1
6480,1771072403,72,14718298,17787449228,0,102,0.7833,0.1545,129,1
6481,1771072583,180,14902649,17802351877,1,3449,0.8,0.1506,126,1
6482,1771072642,59,14676017,17817027894,0,102,0.8,0.1485,113,1
6483,1771072729,87,14910797,17831938691,0,102,0.8167,0.1441,133,1
6484,1771072736,7,15040899,17846979590,0,102,0.8,0.1408,131,1
6485,1771072772,36,15499811,17862479401,0,102,0.8,0.1377,130,1
6486,1771072776,4,15859379,17878338780,0,102,0.7833,0.1342,126,1
6487,1771072918,142,16381699,17894720479,0,102,0.8,0.1293,129,1
6488,1771072922,4,16281006,17911001485,0,102,0.7833,0.1255,123,1
6489,1771073136,214,16828864,17927830349,1,4610,0.7833,0.123,132,1
6490,1771073174,38,16386818,17944217167,0,102,0.8,0.12,145,1
6491,1771073214,40,16775085,17960992252,0,102,0.8,0.1189,117,1
6492,1771073302,88,17171696,17978163948,0,102,0.8,0.1187,131,1
6493,1771073738,436,17337487,17995501435,1,3114,0.8,0.1194,135,1
6494,1771073767,29,15865534,18011366969,0,102,0.7833,0.1186,120,1
6495,1771073772,5,16265624,18027632593,0,102,0.7667,0.1183,124,1
6496,1771074054,282,16799772,18044432365,0,102,0.7833,0.118,108,1
6497,1771074094,40,16060928,18060493293,0,102,0.7833,0.1179,136,1
6498,1771074166,72,16419305,18076912598,0,102,0.8,0.1179,114,1
6499,1771074333,167,16642214,18093554812,1,4452,0.8,0.1178,103,1
6500,1771074491,158,16424713,18109979525,0,102,0.8,0.1177,132,1
6501,1771074496,5,16254844,18126234369,0,102,0.7833,0.1169,126,1
6502,1771074662,166,16787308,18143021677,0,102,0.8,0.117,118,1
6503,1771074877,215,16573255,18159594932,1,7611,0.8,0.1171,137,1
6504,1771075161,284,16145906,18175740838,0,102,0.8167,0.1169,118,1
6505,1771075656,495,15455735,18191196573,1,2452,0.8,0.1167,123,1
6506,1771075695,39,14075049,18205271622,0,102,0.8,0.1193,116,1
6507,1771075700,5,14348137,18219619759,0,102,0.7833,0.1204,136,1
6508,1771075811,111,14758454,18234378213,0,102,0.7833,0.1207,126,1
6509,1771075869,58,14789635,18249167848,0,102,0.7833,0.121,122,1
6510,1771075894,25,15023643,18264191491,0,102,0.7667,0.1218,136,1
6511,1771076094,200,15401024,18279592515,1,4113,0.7667,0.122,131,1
6512,1771076135,41,15083417,18294675932,0,102,0.7667,0.1221,118,1
6513,1771076145,10,15398966,18310074898,0,102,0.75,0.1222,121,1
6514,1771076210,65,15862932,18325937830,0,102,0.75,0.1219,135,1
6515,1771076241,31,16106652,18342044482,0,102,0.7667,0.1218,124,1
6516,1771076262,21,16517431,18358561913,0,102,0.75,0.1222,123,1
6517,1771076342,80,16998856,18375560769,1,2542,0.75,0.1233,135,1
6518,1771076427,85,17203329,18392764098,0,102,0.7667,0.1243,126,1
6519,1771076474,47,17386362,18410150460,0,102,0.7667,0.1246,132,1
6520,1771076551,77,17776431,18427926891,0,102,0.7667,0.1258,131,1
6521,1771076609,58,18015886,18445942777,0,102,0.7667,0.1299,131,1
6522,1771076786,177,18372532,18464315309,1,6038,0.7833,0.1354,117,1
6523,1771076882,96,18054011,18482369320,0,102,0.7833,0.1387,107,1
6524,1771077020,138,18193585,18500562905,0,102,0.7833,0.1426,123,1
6525,1771077295,275,18097680,18518660585,1,1950,0.7833,0.1456,135,1
6526,1771077487,192,17276540,18535937125,0,102,0.7833,0.1457,122,1
6527,1771077496,9,16921257,18552858382,0,102,0.7667,0.1462,112,1
6528,1771077550,54,17481689,18570340071,0,102,0.7667,0.1476,119,1
6529,1771077717,167,17832573,18588172644,0,102,0.7833,0.15,128,1
6530,1771077724,7,17583926,18605756570,0,102,0.7833,0.1516,126,1
6531,1771077787,63,18198652,18623955222,0,102,0.7833,0.1545,136,1
6532,1771077890,103,18526274,18642481496,1,3116,0.7833,0.1587,137,1
6533,1771078744,854,18628018,18661109514,1,2540,0.7667,0.1625,128,1
6534,1771078887,143,2617520,18663727034,0,102,0.7667,0.2729,135,1
6535,1771078896,9,15375457,18679102491,0,102,0.75,0.2712,116,1
6536,1771079032,136,15832662,18694935153,0,102,0.75,0.2693,119,1
6537,1771079066,34,15761458,18710696611,1,3614,0.75,0.2663,139,1
6538,1771079093,27,16126941,18726823552,0,102,0.7333,0.2637,130,1
6539,1771079336,243,16541548,18743365100,0,102,0.7333,0.2616,124,1
6540,1771079403,67,15987367,18759352467,0,102,0.7333,0.2602,132,1
6541,1771079469,66,16216331,18775568798,0,102,0.7333,0.259,144,1
6542,1771079508,39,16456259,18792025057,0,102,0.7333,0.2574,124,1
6543,1771079745,237,16829402,18808854459,1,9222,0.7333,0.2561,124,1
6544,1771079815,70,16287343,18825141802,0,102,0.75,0.255,117,1
6545,1771079905,90,16509828,18841651630,0,102,0.75,0.2544,117,1
6546,1771080113,208,16645473,18858297103,0,83,0.7667,0.2542,113,1
6547,1771080112,120.0,16245272,18874542375,0,102,0.7667,0.2542,125,1
6548,1771080183,71,16795530,18891337905,0,102,0.7833,0.2542,128,1
6549,1771080661,478,17027644,18908365549,1,4455,0.7833,0.2542,117,1
6550,1771080795,134,15450740,18923816289,0,102,0.7833,0.2549,135,1
6551,1771080920,125,15392979,18939209268,1,1953,0.7833,0.2555,130,1
6552,1771080967,47,15370403,18954579671,0,102,0.7833,0.256,122,1
6553,1771081166,199,15661608,18970241279,0,102,0.7833,0.2561,117,1
6554,1771081312,146,15338354,18985579633,0,102,0.8,0.2566,141,1
6555,1771081395,83,15234039,19000813672,0,102,0.8167,0.2573,139,1
6556,1771081417,22,15377626,19016191298,0,102,0.8,0.2579,128,1
6557,1771081473,56,15775307,19031966605,1,4610,0.8,0.258,121,1
6558,1771081797,324,16046033,19048012638,0,102,0.8,0.2581,142,1
6559,1771081830,33,15203164,19063215802,0,102,0.8,0.2589,130,1
6560,1771081893,63,15547540,19078763342,0,102,0.8,0.2592,117,1
6561,1771081919,26,15781187,19094544529,0,102,0.8,0.2594,114,1
6562,1771081930,11,16184639,19110729168,0,102,0.7833,0.2594,123,1
6563,1771081947,17,16679504,19127408672,0,102,0.7667,0.2594,126,1
6564,1771082030,83,17175876,19144584548,0,102,0.7667,0.2597,124,1
6565,1771082296,266,17358795,19161943343,1,5612,0.7833,0.2596,124,1
6566,1771082441,145,16641373,19178584716,0,102,0.7833,0.2568,122,1
6567,1771082543,102,16515646,19195100362,0,102,0.8,0.2544,133,1
6568,1771082595,52,16590268,19211690630,0,102,0.8,0.2529,122,1
6569,1771083182,587,16903325,19228593955,1,4038,0.7833,0.2513,124,1
6570,1771083317,135,14924867,19243518822,1,1949,0.8,0.2515,113,1
6571,1771083484,167,14866356,19258385178,0,102,0.8,0.2523,134,1
6572,1771083563,79,14691824,19273077002,1,1949,0.8,0.2529,123,1
6573,1771083565,2,14839063,19287916065,0,102,0.8,0.2537,126,1
6574,1771083873,308,15284967,19303201032,1,4041,0.8,0.2543,117,1
6575,1771083915,42,14578943,19317779975,0,102,0.8,0.2561,132,1
6576,1771084030,115,14859534,19332639509,0,102,0.8167,0.2575,140,1
6577,1771084081,51,14873895,19347513404,0,102,0.8167,0.2587,130,1
6578,1771084087,6,15130176,19362643580,0,102,0.8,0.2592,122,1
6579,1771084094,7,15577931,19378221511,0,102,0.7833,0.2591,128,1
6580,1771084138,44,16049373,19394270884,0,102,0.7833,0.2582,126,1
6581,1771084199,61,16380304,19410651188,0,102,0.7833,0.2568,132,1
6582,1771084232,33,16644978,19427296166,0,102,0.7833,0.2547,119,1
6583,1771084235,3,17055455,19444351621,0,102,0.7667,0.2534,135,1
6584,1771084473,238,17646804,19461998425,1,5452,0.7667,0.2525,129,1
6585,1771084538,65,17033938,19479032363,0,102,0.7667,0.251,123,1
6586,1771084574,36,17301440,19496333803,0,102,0.7667,0.251,127,1
6587,1771084952,378,17733888,19514067691,0,102,0.7833,0.2519,117,1
6588,1771084978,26,16444138,19530511829,0,102,0.7667,0.2512,130,1
6589,1771085089,111,16881046,19547392875,1,4611,0.7667,0.2501,118,1
6590,1771085113,24,16915834,19564308709,0,102,0.7667,0.2493,114,1
6591,1771085117,4,17389864,19581698573,0,102,0.75,0.248,134,1
6592,1771085162,45,18001122,19599699695,0,102,0.75,0.2468,134,1
6593,1771085205,43,18416460,19618116155,0,102,0.7667,0.2463,127,1
6594,1771085340,135,18864382,19636980537,0,102,0.7667,0.1178,135,1
6595,1771085434,94,19016773,19655997310,0,102,0.7833,0.1247,115,1
6596,1771085579,145,19171130,19675168440,0,102,0.7833,0.1321,127,1
6597,1771085636,57,19016202,19694184642,0,102,0.7833,0.1379,136,1
6598,1771085700,64,19400904,19713585546,1,6039,0.8,0.1453,123,1
6599,1771085780,80,19756183,19733341729,0,102,0.8,0.1538,125,1
6600,1771085822,42,20018422,19753360151,0,102,0.8,0.1625,142,1
6601,1771085997,175,20545351,19773905502,0,102,0.8,0.173,115,1
6602,1771086221,224,20169976,19794075478,0,102,0.8,0.1808,137,1
6603,1771086252,31,19500949,19813576427,1,4608,0.8,0.1854,128,1
6604,1771086685,433,20070858,19833647285,0,102,0.8,0.1915,133,1
6605,1771086917,232,18210895,19851858180,1,6545,0.8,0.1923,145,1
6606,1771086939,22,17628450,19869486630,0,102,0.7833,0.1924,124,1
6607,1771086951,12,18137839,19887624469,0,102,0.7667,0.1928,132,1
6608,1771087195,244,18732345,19906356814,0,102,0.7667,0.1945,126,1
6609,1771087250,55,18056533,19924413347,0,102,0.7667,0.1951,121,1
6610,1771087349,99,18406936,19942820283,0,102,0.7667,0.1944,125,1
6611,1771087351,2,18519985,19961340268,0,102,0.75,0.1936,131,1
6612,1771087475,124,19189926,19980530194,1,4038,0.75,0.1939,127,1
6613,1771087545,70,19162455,19999692649,0,102,0.75,0.1944,133,1
6614,1771087677,132,19457012,20019149661,0,102,0.75,0.1946,141,1
6615,1771087756,79,19380629,20038530290,0,102,0.75,0.1941,119,1
6616,1771087786,30,19621739,20058152029,0,102,0.7667,0.1941,123,1
6617,1771087835,49,20177438,20078329467,0,102,0.7667,0.1962,117,1
6618,1771087922,87,20637097,20098966564,0,102,0.7667,0.1998,128,1
6619,1771087971,49,20855991,20119822555,0,102,0.7667,0.2016,118,1
6620,1771088086,115,21336640,20141159195,1,3615,0.7667,0.2053,137,1
6621,1771088331,245,21364076,20162523271,0,102,0.7833,0.209,114,1
6622,1771088680,349,20517354,20183040625,1,1951,0.8,0.2104,122,1
6623,1771089880,1200,19140947,20202181572,2,4387,0.8,0.21,123,1
6624,1771090267,387,1914094,20204095666,0,102,0.8,0.3163,127,1
6625,1771090287,20,15073683,20219169349,0,102,0.7833,0.3192,126,1
6626,1771090340,53,15434571,20234603920,0,102,0.7833,0.3209,137,1
6627,1771090578,238,15687973,20250291893,1,2540,0.7833,0.322,128,1
6628,1771090654,76,15250961,20265542854,0,102,0.7833,0.3239,127,1
6629,1771090816,162,15413907,20280956761,1,1952,0.8,0.3258,123,1
6630,1771090866,50,15261545,20296218306,0,102,0.8,0.3251,124,1
6631,1771090919,53,15521912,20311740218,0,102,0.8,0.3239,122,1
6632,1771091137,218,15778791,20327519009,1,7108,0.8,0.3218,118,1
6633,1771091175,38,15408802,20342927811,0,102,0.8167,0.3207,120,1
6634,1771091443,268,15719264,20358647075,0,102,0.8167,0.3199,126,1
6635,1771091535,92,15172912,20373819987,0,102,0.8167,0.3186,124,1
6636,1771091630,95,15275651,20389095638,0,102,0.8167,0.3178,117,1
6637,1771091715,85,15369138,20404464776,1,4610,0.8167,0.3168,143,1
6638,1771091889,174,15500801,20419965577,0,102,0.8333,0.3161,130,1
6639,1771091940,51,15304720,20435270297,0,102,0.85,0.3166,117,1
6640,1771091984,44,15563094,20450833391,0,102,0.85,0.3173,132,1
6641,1771092063,79,15857406,20466690797,0,102,0.85,0.318,121,1
6642,1771092130,67,16022090,20482712887,0,102,0.85,0.3187,134,1
6643,1771092248,118,16239091,20498951978,0,102,0.8667,0.3195,123,1
6644,1771092463,215,16249620,20515201598,1,4114,0.8667,0.3205,134,1
6645,1771092559,96,15869525,20531071123,1,2539,0.8667,0.3218,131,1
6646,1771092791,232,15967015,20547038138,0,102,0.8667,0.323,129,1
6647,1771092915,124,15535805,20562573943,1,2456,0.8667,0.3249,114,1
6648,1771092958,43,15521928,20578095871,0,102,0.8833,0.3262,125,1
6649,1771092980,22,15822050,20593917921,0,102,0.8667,0.3273,120,1
6650,1771093074,94,16219697,20610137618,0,102,0.8833,0.3279,125,1
6651,1771093147,73,16331385,20626469003,0,102,0.9,0.3287,115,1
6652,1771093167,20,16533607,20643002610,0,102,0.8833,0.3293,120,1
6653,1771093230,63,16976493,20659979103,0,83,0.8833,0.3294,133,1
6654,1771093227,120.0,17240106,20677219209,0,102,0.8833,0.3291,128,1
6655,1771093315,88,17836171,20695055380,0,102,0.8833,0.3286,110,1
6656,1771093392,77,17995242,20713050622,0,102,0.8833,0.328,127,1
6657,1771093449,57,18214571,20731265193,0,102,0.8833,0.3275,118,1
6658,1771093569,120,18548526,20749813719,1,5538,0.8833,0.3267,129,1
6659,1771094579,1010,18545334,20768359053,1,1951,0.8667,0.3255,141,1
6660,1771094653,74,2203406,20770562459,0,102,0.8667,0.4001,117,1
6661,1771094688,35,15726875,20786289334,0,102,0.8667,0.3985,117,1
6662,1771094716,28,16056701,20802346035,0,102,0.85,0.3969,133,1
6663,1771094859,143,16435972,20818782007,0,102,0.85,0.3959,116,1
6664,1771094894,35,16323847,20835105854,0,102,0.85,0.394,141,1
6665,1771094914,20,16687784,20851793638,0,102,0.8333,0.3939,141,1
6666,1771094964,50,17149542,20868943180,0,102,0.85,0.3939,123,1
6667,1771095065,101,17487718,20886430898,0,102,0.8667,0.3936,121,1
6668,1771095325,260,17576757,20904007655,1,11232,0.8667,0.393,117,1
6669,1771095331,6,16886111,20920893766,0,102,0.85,0.3928,138,1
6670,1771095449,118,17430561,20938324327,0,102,0.85,0.3924,121,1
6671,1771095535,86,17432728,20955757055,0,102,0.8667,0.3919,129,1
6672,1771095717,182,17596382,20973353437,0,102,0.8667,0.3907,120,1
6673,1771095749,32,17275356,20990628793,0,102,0.8667,0.3894,135,1
6674,1771095903,154,17709977,21008338770,1,3947,0.8667,0.3878,130,1
6675,1771096035,132,17524212,21025862982,0,102,0.8667,0.3861,134,1
6676,1771096430,395,17452128,21043315110,1,1949,0.8667,0.384,126,1
6677,1771096517,87,16150865,21059465975,1,2611,0.8667,0.3808,119,1
6678,1771096931,414,16278370,21075744345,0,102,0.8667,0.3762,119,1
6679,1771096965,34,15051075,21090795420,0,102,0.8667,0.3716,121,1
6680,1771096992,27,15362564,21106157984,0,102,0.85,0.3645,124,1
6681,1771097006,14,15716732,21121874716,0,102,0.8333,0.3562,128,1
6682,1771097031,25,16149063,21138023779,0,102,0.8167,0.35,125,1
6683,1771097263,232,16563462,21154587241,1,2948,0.8333,0.3471,107,1
6684,1771097372,109,16037011,21170624252,0,102,0.8333,0.2553,120,1
6685,1771097524,152,16316330,21186940582,0,102,0.85,0.2545,130,1
6686,1771097667,143,16165443,21203106025,1,4117,0.85,0.254,110,1
6687,1771097863,196,16057975,21219164000,0,102,0.85,0.2538,134,1
6688,1771097882,19,15727606,21234891606,0,102,0.8333,0.2534,144,1
6689,1771098024,142,16154856,21251046462,0,102,0.8333,0.2529,131,1
6690,1771098078,54,16051575,21267098037,0,102,0.8333,0.2523,132,1
6691,1771098083,5,16336285,21283434322,0,102,0.8167,0.2518,143,1
6692,1771098404,321,16863370,21300297692,1,7612,0.8167,0.2517,129,1
6693,1771098475,71,15945691,21316243383,0,102,0.8167,0.2512,128,1
6694,1771098521,46,16151026,21332394409,0,102,0.8167,0.251,127,1
6695,1771098579,58,16475656,21348870065,0,102,0.8167,0.2501,140,1
6696,1771099240,661,16753909,21365623974,1,2950,0.8,0.2494,124,1
6697,1771099385,145,14534035,21380158009,0,102,0.8,0.2507,122,1
6698,1771099621,236,14440569,21394598578,0,102,0.8,0.2524,132,1
6699,1771099745,124,14039944,21408638522,1,2537,0.8,0.2547,123,1
6700,1771099914,169,14021835,21422660357,0,102,0.8,0.2573,119,1
6701,1771099935,21,13856470,21436516827,0,102,0.7833,0.2605,126,1
6702,1771099974,39,14180385,21450697212,0,102,0.7833,0.2629,133,1
6703,1771099997,23,14456193,21465153405,0,102,0.7667,0.2647,123,1
6704,1771100022,25,14802478,21479955883,0,102,0.75,0.2659,123,1
6705,1771100291,269,15158412,21495114295,1,4451,0.75,0.2665,126,1
6706,1771100463,172,14591552,21509705847,0,102,0.75,0.268,122,1
6707,1771100529,66,14399355,21524105202,0,102,0.75,0.2695,117,1
6708,1771100730,201,14586347,21538691549,1,2952,0.75,0.2706,127,1
6709,1771100828,98,14291615,21552983164,0,102,0.7667,0.2725,130,1
6710,1771100918,90,14362374,21567345538,0,102,0.7667,0.2742,120,1
6711,1771101009,91,14462258,21581807796,0,102,0.7667,0.2757,119,1
6712,1771101736,727,14559877,21596367673,2,6052,0.7667,0.277,132,1
6713,1771101877,141,2403280,21598770953,1,1947,0.7667,0.358,132,1
6714,1771101881,4,12450775,21611221728,0,102,0.75,0.3627,144,1
6715,1771101953,72,12762312,21623984040,0,102,0.75,0.3655,124,1
6716,1771102005,52,12887213,21636871253,0,102,0.75,0.3676,134,1
6717,1771102028,23,13075107,21649946360,0,102,0.7333,0.3684,125,1
6718,1771102192,164,13360723,21663307083,0,102,0.7333,0.3677,128,1
6719,1771102382,190,13203534,21676510617,0,102,0.75,0.3669,126,1
6720,1771102463,81,12968886,21689479503,1,3449,0.75,0.2897,128,1
6721,1771102661,198,13274692,21702754195,0,102,0.75,0.2924,131,1
6722,1771102734,73,13029597,21715783792,0,102,0.7667,0.2955,134,1
6723,1771102786,52,13170015,21728953807,0,102,0.7667,0.2979,127,1
6724,1771102813,27,13380739,21742334546,0,102,0.75,0.2997,122,1
6725,1771103076,263,13683747,21756018293,1,4038,0.7667,0.3004,134,1
6726,1771103158,82,13210107,21769228400,0,102,0.7667,0.3012,123,1
6727,1771103186,28,13324614,21782553014,0,102,0.75,0.3007,145,1
6728,1771103196,10,13621422,21796174436,0,102,0.7333,0.2993,122,1
6729,1771103244,48,13998132,21810172568,0,102,0.75,0.2985,126,1
6730,1771103527,283,14257443,21824430011,0,83,0.75,0.2961,121,1
6731,1771103529,2,13663466,21838093477,0,102,0.7333,0.2941,138,1
6732,1771103586,57,14076890,21852170367,0,102,0.7333,0.2908,120,1
6733,1771103671,85,14305531,21866475898,1,10732,0.7333,0.288,129,1
6734,1771104202,531,14434504,21880910402,0,102,0.7167,0.2836,132,1
6735,1771104438,236,12980896,21893891298,1,1951,0.7167,0.2812,123,1
6736,1771104880,442,12612483,21906503781,0,102,0.7167,0.2794,129,1
6737,1771105110,230,11700308,21918204089,0,102,0.7167,0.283,136,1
6738,1771105252,142,11413542,21929617631,0,102,0.7167,0.2871,122,1
6739,1771105392,140,11351604,21940969235,0,102,0.7167,0.2926,128,1
6740,1771105682,290,11298893,21952268128,1,1949,0.7333,0.2978,126,1
6741,1771105741,59,10889793,21963157921,0,102,0.75,0.3037,123,1
6742,1771105826,85,11027097,21974185018,0,102,0.7667,0.3078,118,1
6743,1771106101,275,11104237,21985289255,1,1951,0.7667,0.3102,133,1
6744,1771106108,7,10731447,21996020702,0,102,0.75,0.3147,121,1
6745,1771106115,7,10989152,22007009854,0,102,0.7333,0.3171,115,1
6746,1771106326,211,11258518,22018268372,0,102,0.7333,0.3185,131,1
6747,1771106345,19,11022626,22029290998,0,102,0.7167,0.3205,131,1
6748,1771106495,150,11267241,22040558239,0,102,0.7333,0.3222,119,1
6749,1771106523,28,11182897,22051741136,0,102,0.7167,0.3225,131,1
6750,1771106613,90,11413681,22063154817,0,102,0.7167,0.322,148,1
6751,1771106638,25,11485888,22074640705,0,102,0.7167,0.32,138,1
6752,1771106704,66,11741204,22086381909,1,6040,0.7167,0.3147,124,1
6753,1771106740,36,11886304,22098268213,0,102,0.7167,0.312,118,1
6754,1771106754,14,12132330,22110400543,0,102,0.7,0.3076,131,1
6755,1771107471,717,12461826,22122862369,2,5969,0.6833,0.301,133,1
6756,1771107664,193,10759202,22133621571,0,102,0.7,0.2958,127,1
6757,1771108015,351,10567701,22144189272,1,2618,0.7,0.2986,135,1
6758,1771108109,94,10036085,22154225357,0,102,0.7,0.3031,113,1
6759,1771108208,99,10086211,22164311568,0,102,0.7,0.3078,127,1
6760,1771108280,72,10127069,22174438637,0,102,0.7,0.3121,122,1
6761,1771108281,1,10229797,22184668434,0,102,0.7,0.3159,127,1
6762,1771108438,157,10504562,22195172996,0,102,0.7,0.3179,129,1
6763,1771108585,147,10409782,22205582778,1,5114,0.7167,0.3193,131,1
6764,1771108649,64,10338864,22215921642,0,102,0.7333,0.3196,120,1
6765,1771108684,35,10465838,22226387480,0,102,0.7333,0.3177,121,1
6766,1771108693,9,10669392,22237056872,1,1952,0.7167,0.3167,130,1
6767,1771108818,125,10954802,22248011674,0,102,0.7167,0.3153,124,1
6768,1771108865,47,10935459,22258947133,0,102,0.7167,0.3129,136,1
6769,1771109110,245,11131247,22270078380,1,3949,0.7167,0.3108,120,1
6770,1771109188,78,10783165,22280861545,0,102,0.7167,0.3087,125,1
6771,1771109194,6,10890194,22291751739,0,102,0.7,0.3057,121,1
6772,1771109438,244,11204952,22302956691,0,102,0.7167,0.3014,125,1
6773,1771109666,228,10849667,22313806358,1,2950,0.7167,0.2158,129,1
6774,1771109675,9,10710737,22324517095,0,102,0.7167,0.2176,134,1
6775,1771109871,196,11011358,22335528453,0,102,0.7167,0.2181,134,1
6776,1771110168,297,10803606,22346332059,0,102,0.7167,0.2187,130,1
6777,1771110655,487,10346939,22356678998,2,5388,0.7167,0.2201,104,1
6778,1771110717,62,9509256,22366188254,0,102,0.7167,0.224,128,1
6779,1771110827,110,9631176,22375819430,0,102,0.7167,0.2272,125,1
6780,1771110920,93,9651785,22385471215,1,3538,0.7167,0.2306,129,1
6781,1771110949,29,9710919,22395182134,0,102,0.7,0.2324,125,1
6782,1771111068,119,9915086,22405097220,0,102,0.7,0.2337,144,1
6783,1771111128,60,9915021,22415012241,0,102,0.7,0.2343,133,1
6784,1771111236,108,10055278,22425067519,0,102,0.7167,0.2331,124,1
6785,1771111250,14,10081711,22435149230,0,102,0.7,0.23,120,1
6786,1771111377,127,10345022,22445494252,0,102,0.7,0.2277,117,1
6787,1771111463,86,10325186,22455819438,1,4453,0.7167,0.2246,137,1
6788,1771111543,80,10412260,22466231698,0,102,0.7333,0.2192,118,1
6789,1771111588,45,10517147,22476748845,0,102,0.7333,0.2104,123,1
6790,1771111842,254,10722170,22487471015,0,102,0.7333,0.198,119,1
6791,1771111871,29,10351574,22497822589,0,102,0.7333,0.1896,126,1
6792,1771111956,85,10597081,22508419670,0,102,0.7333,0.1759,118,1
6793,1771112045,89,10693333,22519113003,0,102,0.7333,0.1571,146,1
6794,1771112065,20,10779892,22529892895,1,5045,0.7333,0.1323,128,1
6795,1771112067,2,11078195,22540971090,0,102,0.7167,0.122,114,1
6796,1771112232,165,11459555,22552430645,0,102,0.7167,0.1151,123,1
6797,1771112395,163,11314803,22563745448,1,2536,0.7167,0.1137,129,1
6798,1771112398,3,11178152,22574923600,0,102,0.7,0.1131,128,1
6799,1771112480,82,11562754,22586486354,0,102,0.7,0.1138,131,1
6800,1771112489,9,11693977,22598180331,0,102,0.6833,0.1152,138,1
6801,1771112811,322,12093073,22610273404,1,6536,0.6833,0.1193,113,1
6802,1771112950,139,11386743,22621660147,0,102,0.6833,0.1199,131,1
6803,1771113115,165,11323930,22632984077,0,102,0.6833,0.1203,136,1
6804,1771113665,550,11179475,22644163552,1,2430,0.6833,0.1206,127,1
6805,1771113666,1,9965898,22654129450,0,102,0.6833,0.1223,131,1
6806,1771113756,90,10273744,22664403194,0,102,0.6833,0.1226,124,1
